TABLE_NAME	COLUMN_NAME	DATA_TYPE	MAX_LENGTH	IS_NULLABLE	DEFAULT_VALUE	PRIMARY_KEY	FOREIGN_KEY	REFERENCED_TABLE	REFERENCED_COLUMN	UNIQUE_KEY
roles	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
roles	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
schema_migrations	version	nvarchar	510	NO	NULL	PK_schema_migrations_version	NULL	NULL	NULL	NULL
services	id	int	4	NO	NULL	PK_services_id	NULL	NULL	NULL	NULL
services	type	nvarchar	254	NO	NULL	NULL	NULL	NULL	NULL	NULL
services	user_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
services	uid	nvarchar	254	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
services	access_token	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
services	access_secret	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
services	nickname	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
services	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
services	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
share_visibilities	id	int	4	NO	NULL	PK_share_visibilities_id	NULL	NULL	NULL	NULL
share_visibilities	shareable_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	share_visibilities$shareable_and_user_id
share_visibilities	hidden	smallint	2	NO	((0))	NULL	NULL	NULL	NULL	NULL
share_visibilities	shareable_type	nvarchar	120	NO	(N'Post')	NULL	NULL	NULL	NULL	share_visibilities$shareable_and_user_id
share_visibilities	user_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	share_visibilities$shareable_and_user_id
signature_orders	id	int	4	NO	NULL	PK_signature_orders_id	NULL	NULL	NULL	NULL
signature_orders	order	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	signature_orders$index_signature_orders_on_order
simple_captcha_data	id	int	4	NO	NULL	PK_simple_captcha_data_id	NULL	NULL	NULL	NULL
simple_captcha_data	key	nvarchar	80	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
simple_captcha_data	value	nvarchar	24	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
simple_captcha_data	created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
simple_captcha_data	updated_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
tag_followings	id	int	4	NO	NULL	PK_tag_followings_id	NULL	NULL	NULL	NULL
tag_followings	tag_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	tag_followings$index_tag_followings_on_tag_id_and_user_id
tag_followings	user_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	tag_followings$index_tag_followings_on_tag_id_and_user_id
tag_followings	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
tag_followings	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
taggings	id	int	4	NO	NULL	PK_taggings_id	NULL	NULL	NULL	NULL
taggings	tag_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	taggings$index_taggings_uniquely
taggings	taggable_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	taggings$index_taggings_uniquely
taggings	taggable_type	nvarchar	254	YES	(NULL)	NULL	NULL	NULL	NULL	taggings$index_taggings_uniquely
taggings	tagger_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
taggings	tagger_type	nvarchar	254	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
taggings	context	nvarchar	254	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
taggings	created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
tags	id	int	4	NO	NULL	PK_tags_id	NULL	NULL	NULL	NULL
tags	name	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	tags$index_tags_on_name
tags	taggings_count	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
user_preferences	id	int	4	NO	NULL	PK_user_preferences_id	NULL	NULL	NULL	NULL
user_preferences	email_type	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
user_preferences	user_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
user_preferences	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
user_preferences	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
users	id	int	4	NO	NULL	PK_users_id	NULL	NULL	NULL	NULL
users	username	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	users$index_users_on_username
users	serialized_private_key	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
users	getting_started	smallint	2	NO	((1))	NULL	NULL	NULL	NULL	NULL
users	disable_mail	smallint	2	NO	((0))	NULL	NULL	NULL	NULL	NULL
users	language	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	email	nvarchar	510	NO	(N'')	NULL	NULL	NULL	NULL	users$index_users_on_email
users	encrypted_password	nvarchar	510	NO	(N'')	NULL	NULL	NULL	NULL	NULL
users	reset_password_token	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	remember_created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	sign_in_count	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
users	current_sign_in_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	last_sign_in_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	current_sign_in_ip	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	last_sign_in_ip	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
users	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
users	invited_by_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	authentication_token	nvarchar	60	YES	(NULL)	NULL	NULL	NULL	NULL	users$index_users_on_authentication_token
users	unconfirmed_email	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	confirm_email_token	nvarchar	60	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	locked_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	show_community_spotlight_in_stream	smallint	2	NO	((1))	NULL	NULL	NULL	NULL	NULL
users	auto_follow_back	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
users	auto_follow_back_aspect_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	hidden_shareables	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
users	reset_password_sent_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	last_seen	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	remove_after	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	export	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	exported_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	exporting	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
users	strip_exif	smallint	2	YES	((1))	NULL	NULL	NULL	NULL	NULL
users	exported_photos_file	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	exported_photos_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	exporting_photos	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
users	color_theme	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	post_default_public	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
users	consumed_timestep	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	otp_required_for_login	smallint	2	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
users	otp_backup_codes	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
users	plain_otp_secret	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
